scenario_id,model,metric,model_value,oracle_value,gap,flag_name,needs_audit
S5_MAR_missingness_inst30,finegray_dgm_cif_R,risk5_mae_vs_true_risk_mean,0.04320997088876925,0.0,0.04320997088876925,mae_better_than_oracle,False
S5_MAR_missingness_inst30,finegray_dgm_cif_R,auc_5y_observed_event1_mean,0.681410582010582,0.6907799576719575,-0.009369375661375523,auc_exceeds_oracle,False
S5_MAR_missingness_inst30,finegray_dgm_cif_R,cause_specific_cindex_event1_mean,0.6931367499937919,0.699670337648507,-0.006533587654715012,cindex_exceeds_oracle,False
S5_MAR_missingness_inst30,finegray_dgm_cif_R,risk5_spearman_with_true_risk_mean,0.930966214651651,,,spearman_below_0_50,False
S5_MAR_missingness_inst30,finegray_dgm_cif_R,calibration_slope_5y_mean,0.9003620076542143,,,calibration_slope_outside_0_5_to_1_5,False
S6_highdim_sparseMRI_inst30,cs_gbsa_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0858959142872138,0.0,0.0858959142872138,mae_better_than_oracle,False
S6_highdim_sparseMRI_inst30,cs_gbsa_all_safe_cif,auc_5y_observed_event1_mean,0.708388888888889,0.7298267936507937,-0.02143790476190477,auc_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_gbsa_all_safe_cif,cause_specific_cindex_event1_mean,0.7008218233235155,0.7188256441471452,-0.018003820823629724,cindex_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_gbsa_all_safe_cif,risk5_spearman_with_true_risk_mean,0.9090751507449566,,,spearman_below_0_50,False
S6_highdim_sparseMRI_inst30,cs_gbsa_all_safe_cif,calibration_slope_5y_mean,1.8684066920135336,,,calibration_slope_outside_0_5_to_1_5,True
S6_highdim_sparseMRI_inst30,cs_gbsa_dgm_cif,risk5_mae_vs_true_risk_mean,0.0982109839330606,0.0,0.0982109839330606,mae_better_than_oracle,False
S6_highdim_sparseMRI_inst30,cs_gbsa_dgm_cif,auc_5y_observed_event1_mean,0.6873883597883599,0.7298267936507937,-0.042438433862433844,auc_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_gbsa_dgm_cif,cause_specific_cindex_event1_mean,0.6835994475774974,0.7188256441471452,-0.03522619656964787,cindex_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_gbsa_dgm_cif,risk5_spearman_with_true_risk_mean,0.8773982635940731,,,spearman_below_0_50,False
S6_highdim_sparseMRI_inst30,cs_gbsa_dgm_cif,calibration_slope_5y_mean,2.0129452890396844,,,calibration_slope_outside_0_5_to_1_5,True
S6_highdim_sparseMRI_inst30,cs_rsf_all_safe_cif,risk5_mae_vs_true_risk_mean,0.05289487932355395,0.0,0.05289487932355395,mae_better_than_oracle,False
S6_highdim_sparseMRI_inst30,cs_rsf_all_safe_cif,auc_5y_observed_event1_mean,0.7003608465608466,0.7298267936507937,-0.029465947089947098,auc_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_rsf_all_safe_cif,cause_specific_cindex_event1_mean,0.69925854976351,0.7188256441471452,-0.019567094383635242,cindex_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_rsf_all_safe_cif,risk5_spearman_with_true_risk_mean,0.9409055719580319,,,spearman_below_0_50,False
S6_highdim_sparseMRI_inst30,cs_rsf_all_safe_cif,calibration_slope_5y_mean,0.8904206828538177,,,calibration_slope_outside_0_5_to_1_5,False
S6_highdim_sparseMRI_inst30,cs_rsf_dgm_cif,risk5_mae_vs_true_risk_mean,0.06421940840774346,0.0,0.06421940840774346,mae_better_than_oracle,False
S6_highdim_sparseMRI_inst30,cs_rsf_dgm_cif,auc_5y_observed_event1_mean,0.6883492063492063,0.7298267936507937,-0.04147758730158746,auc_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_rsf_dgm_cif,cause_specific_cindex_event1_mean,0.6875759329166069,0.7188256441471452,-0.031249711230538324,cindex_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,cs_rsf_dgm_cif,risk5_spearman_with_true_risk_mean,0.905320091253374,,,spearman_below_0_50,False
S6_highdim_sparseMRI_inst30,cs_rsf_dgm_cif,calibration_slope_5y_mean,0.9601155300362177,,,calibration_slope_outside_0_5_to_1_5,False
S6_highdim_sparseMRI_inst30,finegray_all_safe_reduced_R,risk5_mae_vs_true_risk_mean,0.03436666263018165,0.0,0.03436666263018165,mae_better_than_oracle,False
S6_highdim_sparseMRI_inst30,finegray_all_safe_reduced_R,auc_5y_observed_event1_mean,0.7093640211640211,0.7298267936507937,-0.02046277248677264,auc_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,finegray_all_safe_reduced_R,cause_specific_cindex_event1_mean,0.7050810357046339,0.7188256441471452,-0.013744608442511352,cindex_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,finegray_all_safe_reduced_R,risk5_spearman_with_true_risk_mean,0.9694693464308206,,,spearman_below_0_50,False
S6_highdim_sparseMRI_inst30,finegray_all_safe_reduced_R,calibration_slope_5y_mean,0.8281264934947213,,,calibration_slope_outside_0_5_to_1_5,False
S6_highdim_sparseMRI_inst30,finegray_dgm_cif_R,risk5_mae_vs_true_risk_mean,0.0518291815170667,0.0,0.0518291815170667,mae_better_than_oracle,False
S6_highdim_sparseMRI_inst30,finegray_dgm_cif_R,auc_5y_observed_event1_mean,0.6917354497354498,0.7298267936507937,-0.03809134391534397,auc_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,finegray_dgm_cif_R,cause_specific_cindex_event1_mean,0.6837501534489037,0.7188256441471452,-0.03507549069824156,cindex_exceeds_oracle,False
S6_highdim_sparseMRI_inst30,finegray_dgm_cif_R,risk5_spearman_with_true_risk_mean,0.9260255671224744,,,spearman_below_0_50,False
S6_highdim_sparseMRI_inst30,finegray_dgm_cif_R,calibration_slope_5y_mean,0.799450505284739,,,calibration_slope_outside_0_5_to_1_5,False
S7_strong_death_competing_inst30,cs_gbsa_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0764654222928237,0.0,0.0764654222928237,mae_better_than_oracle,False
S7_strong_death_competing_inst30,cs_gbsa_all_safe_cif,auc_5y_observed_event1_mean,0.6578772486772486,0.6831334179894181,-0.025256169312169452,auc_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_gbsa_all_safe_cif,cause_specific_cindex_event1_mean,0.6746353674033119,0.7002662071046466,-0.02563083970133473,cindex_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_gbsa_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8104142072031563,,,spearman_below_0_50,False
S7_strong_death_competing_inst30,cs_gbsa_all_safe_cif,calibration_slope_5y_mean,2.0760366639988908,,,calibration_slope_outside_0_5_to_1_5,True
S7_strong_death_competing_inst30,cs_gbsa_dgm_cif,risk5_mae_vs_true_risk_mean,0.07798694723604295,0.0,0.07798694723604295,mae_better_than_oracle,False
S7_strong_death_competing_inst30,cs_gbsa_dgm_cif,auc_5y_observed_event1_mean,0.6519142857142857,0.6831334179894181,-0.0312191322751324,auc_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_gbsa_dgm_cif,cause_specific_cindex_event1_mean,0.6716448398451598,0.7002662071046466,-0.02862136725948683,cindex_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_gbsa_dgm_cif,risk5_spearman_with_true_risk_mean,0.802506551509621,,,spearman_below_0_50,False
S7_strong_death_competing_inst30,cs_gbsa_dgm_cif,calibration_slope_5y_mean,2.040909866900555,,,calibration_slope_outside_0_5_to_1_5,True
S7_strong_death_competing_inst30,cs_rsf_all_safe_cif,risk5_mae_vs_true_risk_mean,0.0614442512948054,0.0,0.0614442512948054,mae_better_than_oracle,False
S7_strong_death_competing_inst30,cs_rsf_all_safe_cif,auc_5y_observed_event1_mean,0.6612433862433862,0.6831334179894181,-0.02189003174603188,auc_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_rsf_all_safe_cif,cause_specific_cindex_event1_mean,0.6744637148712188,0.7002662071046466,-0.025802492233427787,cindex_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_rsf_all_safe_cif,risk5_spearman_with_true_risk_mean,0.8426693860752827,,,spearman_below_0_50,False
S7_strong_death_competing_inst30,cs_rsf_all_safe_cif,calibration_slope_5y_mean,1.0165366841776622,,,calibration_slope_outside_0_5_to_1_5,False
S7_strong_death_competing_inst30,cs_rsf_dgm_cif,risk5_mae_vs_true_risk_mean,0.0511007651481364,0.0,0.0511007651481364,mae_better_than_oracle,False
S7_strong_death_competing_inst30,cs_rsf_dgm_cif,auc_5y_observed_event1_mean,0.6671142857142858,0.6831334179894181,-0.016019132275132297,auc_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_rsf_dgm_cif,cause_specific_cindex_event1_mean,0.6827933697109616,0.7002662071046466,-0.017472837393684992,cindex_exceeds_oracle,False
S7_strong_death_competing_inst30,cs_rsf_dgm_cif,risk5_spearman_with_true_risk_mean,0.896412449961089,,,spearman_below_0_50,False
S7_strong_death_competing_inst30,cs_rsf_dgm_cif,calibration_slope_5y_mean,1.110792027890189,,,calibration_slope_outside_0_5_to_1_5,False
S7_strong_death_competing_inst30,finegray_all_safe_reduced_R,risk5_mae_vs_true_risk_mean,0.04880843633328235,0.0,0.04880843633328235,mae_better_than_oracle,False
S7_strong_death_competing_inst30,finegray_all_safe_reduced_R,auc_5y_observed_event1_mean,0.6734074074074075,0.6831334179894181,-0.009726010582010614,auc_exceeds_oracle,False
S7_strong_death_competing_inst30,finegray_all_safe_reduced_R,cause_specific_cindex_event1_mean,0.6710482155859531,0.7002662071046466,-0.02921799151869353,cindex_exceeds_oracle,False
S7_strong_death_competing_inst30,finegray_all_safe_reduced_R,risk5_spearman_with_true_risk_mean,0.8919129155168514,,,spearman_below_0_50,False
S7_strong_death_competing_inst30,finegray_all_safe_reduced_R,calibration_slope_5y_mean,0.9358610761453392,,,calibration_slope_outside_0_5_to_1_5,False
S7_strong_death_competing_inst30,finegray_dgm_cif_R,risk5_mae_vs_true_risk_mean,0.0388061207099991,0.0,0.0388061207099991,mae_better_than_oracle,False
S7_strong_death_competing_inst30,finegray_dgm_cif_R,auc_5y_observed_event1_mean,0.6726042328042328,0.6831334179894181,-0.010529185185185308,auc_exceeds_oracle,False
S7_strong_death_competing_inst30,finegray_dgm_cif_R,cause_specific_cindex_event1_mean,0.6791180274693924,0.7002662071046466,-0.021148179635254172,cindex_exceeds_oracle,False
S7_strong_death_competing_inst30,finegray_dgm_cif_R,risk5_spearman_with_true_risk_mean,0.9361510134004506,,,spearman_below_0_50,False
S7_strong_death_competing_inst30,finegray_dgm_cif_R,calibration_slope_5y_mean,0.8840982508988477,,,calibration_slope_outside_0_5_to_1_5,False
