scenario_id,replicate_id,model,decile,n,mean_predicted_risk5,mean_true_risk5,observed_event1_5y_rate,observed_event2_5y_rate
S1_linear_PH_inst15,2,cs_rsf_dgm_cif,10,150,0.3378885847109721,0.30031130526666666,0.30666666666666664,0.36
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,1,150,0.04269815683736693,0.05563947269333333,0.07333333333333333,0.19333333333333333
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,2,150,0.07324825018622319,0.07952451322000001,0.1,0.24666666666666667
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,3,150,0.09702200568887025,0.09756798252666667,0.1,0.3
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,4,150,0.11956148463141576,0.11267134366666667,0.11333333333333333,0.26
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,5,150,0.13843342046682977,0.12528934020666668,0.08,0.30666666666666664
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,6,150,0.15973302016148755,0.14870696338,0.16666666666666666,0.31333333333333335
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,7,150,0.18386327794414015,0.15743773015333334,0.14666666666666667,0.32
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,8,150,0.21366768588224958,0.18338809366,0.16,0.29333333333333333
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,9,150,0.25410683551675106,0.2204974958666667,0.24,0.35333333333333333
S1_linear_PH_inst15,2,cs_rsf_all_safe_cif,10,150,0.3541428804140807,0.288578097,0.32,0.2866666666666667
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,1,152,0.12118292039592841,0.11328753069736841,0.13815789473684212,0.4342105263157895
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,2,149,0.1288821022474613,0.09740677333557046,0.08053691275167785,0.2348993288590604
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,3,156,0.13075213448707806,0.0753269630576923,0.07692307692307693,0.1987179487179487
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,4,143,0.13247731760639664,0.0873581812097902,0.08391608391608392,0.14685314685314685
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,5,150,0.1409395088299779,0.1603614488,0.16666666666666666,0.35333333333333333
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,6,150,0.15103520015830335,0.15358491248666667,0.20666666666666667,0.32
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,7,150,0.15542825461498427,0.14887938045333332,0.15333333333333332,0.26
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,8,158,0.16131409754985823,0.1582372224177215,0.12025316455696203,0.27848101265822783
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,9,142,0.17494280098851134,0.21282934971830986,0.20422535211267606,0.34507042253521125
S1_linear_PH_inst15,2,cs_gbsa_dgm_cif,10,150,0.21285444475633974,0.26514336499999996,0.2733333333333333,0.3
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,1,150,0.12105872839371434,0.10784813354,0.10666666666666667,0.4666666666666667
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,2,151,0.12919379466259168,0.08005129265562914,0.07947019867549669,0.2251655629139073
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,3,149,0.13220323254462824,0.09461014769127517,0.087248322147651,0.20134228187919462
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,4,152,0.13590195949940023,0.09502373641447368,0.125,0.20394736842105263
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,5,148,0.14092249813917443,0.12995809724324325,0.1891891891891892,0.24324324324324326
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,6,150,0.1490452135744471,0.14224936422666665,0.09333333333333334,0.32666666666666666
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,7,150,0.15572991242191536,0.1506094174,0.13333333333333333,0.30666666666666664
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,8,150,0.16412725805743872,0.18189753831333333,0.20666666666666667,0.36
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,9,150,0.17634353219156543,0.2126264659,0.19333333333333333,0.26
S1_linear_PH_inst15,2,cs_gbsa_all_safe_cif,10,150,0.20378975242553443,0.2749896895,0.2866666666666667,0.28
S2_linear_PH_inst45,1,finegray_dgm_cif_R,1,150,0.17532177980322713,0.17801405522666666,0.17333333333333334,0.16
S2_linear_PH_inst45,1,finegray_dgm_cif_R,2,150,0.2533422475890691,0.26633861026666666,0.26666666666666666,0.14666666666666667
S2_linear_PH_inst45,1,finegray_dgm_cif_R,3,150,0.30293404077139807,0.31695704793333335,0.3333333333333333,0.19333333333333333
S2_linear_PH_inst45,1,finegray_dgm_cif_R,4,150,0.34919477409931876,0.3645943973333333,0.4,0.23333333333333334
S2_linear_PH_inst45,1,finegray_dgm_cif_R,5,150,0.3974054517242101,0.42433443286666667,0.43333333333333335,0.23333333333333334
S2_linear_PH_inst45,1,finegray_dgm_cif_R,6,150,0.45239326491656373,0.4709633908,0.38666666666666666,0.26
S2_linear_PH_inst45,1,finegray_dgm_cif_R,7,150,0.5070649343525421,0.5218325956000001,0.5733333333333334,0.17333333333333334
S2_linear_PH_inst45,1,finegray_dgm_cif_R,8,150,0.5661696210841336,0.5725070412000001,0.58,0.2
S2_linear_PH_inst45,1,finegray_dgm_cif_R,9,150,0.6496427123120292,0.6229538829333333,0.62,0.25333333333333335
S2_linear_PH_inst45,1,finegray_dgm_cif_R,10,150,0.7853015341748022,0.7069396918,0.7333333333333333,0.21333333333333335
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,1,150,0.18771119846657888,0.19263944422666665,0.22,0.18
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,2,150,0.26822450261856906,0.26915466146666667,0.2733333333333333,0.17333333333333334
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,3,150,0.31989164366742096,0.3250677952,0.30666666666666664,0.16666666666666666
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,4,150,0.3640704050951393,0.3663478748,0.35333333333333333,0.2733333333333333
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,5,150,0.40557961345808496,0.4242160556,0.46,0.21333333333333335
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,6,150,0.44978625629962143,0.4615138244666666,0.5066666666666667,0.19333333333333333
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,7,150,0.4959055512794949,0.5111318004000001,0.49333333333333335,0.21333333333333335
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,8,150,0.5552070441146874,0.5576500552666667,0.5866666666666667,0.17333333333333334
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,9,150,0.6300390413801332,0.6246636258,0.64,0.22
S2_linear_PH_inst45,1,finegray_all_safe_reduced_R,10,150,0.7663076094535578,0.7130500087333334,0.66,0.26
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,1,150,0.2260199872121532,0.19456370226,0.18666666666666668,0.16666666666666666
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,2,150,0.3053763058763653,0.2725172396,0.2866666666666667,0.14
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,3,150,0.3538834714612259,0.3181144093,0.30666666666666664,0.18666666666666668
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,4,150,0.4037586720420174,0.36458232046666667,0.3333333333333333,0.26666666666666666
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,5,150,0.4503303397510972,0.4132367781333333,0.4866666666666667,0.20666666666666667
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,6,150,0.49618192278860485,0.46657461953333335,0.4266666666666667,0.24
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,7,150,0.5465376172858626,0.5202136353333334,0.5333333333333333,0.2
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,8,150,0.5914866494365376,0.5730166184,0.6533333333333333,0.21333333333333335
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,9,150,0.6391124511003671,0.6218058714,0.5533333333333333,0.25333333333333335
S2_linear_PH_inst45,1,cs_rsf_dgm_cif,10,150,0.7128353245987128,0.7008099515333334,0.7333333333333333,0.19333333333333333
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,1,150,0.23082794792010367,0.21342650072666666,0.18666666666666668,0.2
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,2,150,0.3124445847501486,0.26999099086666667,0.31333333333333335,0.18
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,3,150,0.3693041980421088,0.3278587489,0.34,0.17333333333333334
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,4,150,0.4190069037993532,0.378145402,0.32666666666666666,0.23333333333333334
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,5,150,0.4652628386604234,0.40986859233333334,0.44666666666666666,0.23333333333333334
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,6,150,0.5133623315834436,0.47213690080000004,0.48,0.21333333333333335
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,7,150,0.555883956997393,0.5056560277333333,0.56,0.16666666666666666
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,8,150,0.6013797079856216,0.5717641733333334,0.5266666666666666,0.26
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,9,150,0.652999378238127,0.6067084679333333,0.6466666666666666,0.20666666666666667
S2_linear_PH_inst45,1,cs_rsf_all_safe_cif,10,150,0.7346539771110384,0.6898793413333333,0.6733333333333333,0.2
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,1,151,0.3298985304571529,0.203455339,0.2052980132450331,0.152317880794702
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,2,149,0.3613481729559162,0.27128215057046984,0.26174496644295303,0.174496644295302
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,3,150,0.39168616901429504,0.3177225807333333,0.32,0.22
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,4,150,0.4203804114738017,0.3678776186666667,0.36,0.24
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,5,150,0.444312563476702,0.4169754084,0.4066666666666667,0.22
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,6,150,0.4704905147424171,0.46154949866666667,0.5266666666666666,0.19333333333333333
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,7,150,0.4978669387200197,0.5128544642,0.5066666666666667,0.21333333333333335
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,8,150,0.5291357924655385,0.5687528537333334,0.6,0.18
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,9,150,0.5676549775752422,0.6279714072,0.6533333333333333,0.22666666666666666
S2_linear_PH_inst45,1,cs_gbsa_dgm_cif,10,150,0.6101793744949814,0.6974460035333333,0.66,0.24666666666666667
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,1,150,0.3293683683648447,0.20860133329333333,0.17333333333333334,0.17333333333333334
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,2,150,0.3602835119383944,0.26481112603333334,0.26666666666666666,0.16
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,3,150,0.38780785544700175,0.3189940950333333,0.30666666666666664,0.20666666666666667
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,4,150,0.41576628583145253,0.36855658166666666,0.42,0.24666666666666667
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,5,150,0.4417464990991828,0.42448241000000003,0.44666666666666666,0.22
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,6,150,0.4654479268575871,0.4705585230666667,0.44666666666666666,0.21333333333333335
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,7,150,0.49216972654272934,0.5052044182666666,0.52,0.20666666666666667
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,8,150,0.5297077031992452,0.5560694552000001,0.6066666666666667,0.20666666666666667
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,9,150,0.574795081514622,0.6274968016666667,0.62,0.21333333333333335
S2_linear_PH_inst45,1,cs_gbsa_all_safe_cif,10,150,0.6278396792487149,0.7006604017333333,0.6933333333333334,0.22
S2_linear_PH_inst45,2,finegray_dgm_cif_R,1,150,0.16053884783109196,0.16905475754000002,0.2,0.12
S2_linear_PH_inst45,2,finegray_dgm_cif_R,2,150,0.2493591183184127,0.267301972,0.2733333333333333,0.16
S2_linear_PH_inst45,2,finegray_dgm_cif_R,3,150,0.30367172584180724,0.33087284786666665,0.29333333333333333,0.18
S2_linear_PH_inst45,2,finegray_dgm_cif_R,4,150,0.35257146732409406,0.37915024173333334,0.4,0.22
S2_linear_PH_inst45,2,finegray_dgm_cif_R,5,150,0.3994659745328308,0.429134531,0.44,0.18666666666666668
S2_linear_PH_inst45,2,finegray_dgm_cif_R,6,150,0.45451264456992013,0.46464921233333334,0.47333333333333333,0.24
S2_linear_PH_inst45,2,finegray_dgm_cif_R,7,150,0.5158046931670913,0.526286999,0.49333333333333335,0.24
S2_linear_PH_inst45,2,finegray_dgm_cif_R,8,150,0.5826463173410991,0.5867652687333333,0.5733333333333334,0.21333333333333335
S2_linear_PH_inst45,2,finegray_dgm_cif_R,9,150,0.6600642782443302,0.63041817,0.64,0.24
S2_linear_PH_inst45,2,finegray_dgm_cif_R,10,150,0.7959319131651197,0.7071266202666666,0.7133333333333334,0.24
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,1,150,0.1860362202066017,0.18318898027333333,0.22666666666666666,0.14
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,2,150,0.2707042556492969,0.2789897815333333,0.2733333333333333,0.21333333333333335
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,3,150,0.32154640792062983,0.33313388639999997,0.36666666666666664,0.16666666666666666
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,4,150,0.3692020903422948,0.3826808388666667,0.36666666666666664,0.24666666666666667
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,5,150,0.40956009884693934,0.42103218333333337,0.41333333333333333,0.20666666666666667
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,6,150,0.4550689941625919,0.46264547719999993,0.42,0.24
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,7,150,0.5041919066017746,0.5209762837333333,0.49333333333333335,0.22666666666666666
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,8,150,0.5625597583125511,0.5695569172666667,0.6333333333333333,0.16666666666666666
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,9,150,0.6316102847897274,0.6268068017999999,0.6,0.21333333333333335
S2_linear_PH_inst45,2,finegray_all_safe_reduced_R,10,150,0.7622688500268856,0.7117494700666667,0.7066666666666667,0.22
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,1,150,0.1988941584487079,0.17369971500666667,0.2,0.12
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,2,150,0.3037553315880632,0.2700952814,0.2733333333333333,0.14666666666666667
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,3,150,0.36556020662981287,0.33889517033333333,0.37333333333333335,0.20666666666666667
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,4,150,0.41632487987954564,0.37754831333333333,0.3933333333333333,0.15333333333333332
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,5,150,0.46410261685116616,0.42986732999999994,0.37333333333333335,0.23333333333333334
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,6,150,0.5086378836666625,0.4734745439333333,0.4666666666666667,0.2866666666666667
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,7,150,0.5564022408982497,0.5246413842000001,0.5133333333333333,0.26
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,8,150,0.5984566153705981,0.5705708875333334,0.54,0.25333333333333335
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,9,150,0.6478266032176793,0.6240541239333334,0.7,0.18
S2_linear_PH_inst45,2,cs_rsf_dgm_cif,10,150,0.7085429865063504,0.7079138708,0.6666666666666666,0.2
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,1,150,0.2200213352087817,0.18798621107333335,0.20666666666666667,0.16666666666666666
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,2,150,0.31740139355633357,0.28275011833333336,0.2866666666666667,0.16666666666666666
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,3,150,0.380991513998015,0.34399565973333335,0.32666666666666666,0.24666666666666667
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,4,150,0.43422265296776186,0.3843421784,0.38666666666666666,0.20666666666666667
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,5,150,0.4787189107658829,0.43779116619999997,0.46,0.20666666666666667
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,6,150,0.5208945617065948,0.46796535893333335,0.4866666666666667,0.22666666666666666
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,7,150,0.5660735971325432,0.5075836197333333,0.5066666666666667,0.18
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,8,150,0.6129672985560876,0.5747631116,0.5666666666666667,0.24666666666666667
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,9,150,0.6615348367617122,0.6128364535333334,0.5666666666666667,0.24
S2_linear_PH_inst45,2,cs_rsf_all_safe_cif,10,150,0.723834985634465,0.6907467429333334,0.7066666666666667,0.15333333333333332
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,1,150,0.33686382167810813,0.17961718007333333,0.22,0.1
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,2,150,0.3634230041380693,0.2912508645333333,0.30666666666666664,0.18
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,3,150,0.388757131003193,0.33195554326666665,0.32,0.2
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,4,150,0.4162562740410076,0.39251123173333335,0.38,0.21333333333333335
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,5,150,0.44304834036403984,0.4135750994,0.41333333333333333,0.22666666666666666
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,6,151,0.473017396785547,0.4801767717880795,0.47019867549668876,0.2251655629139073
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,7,150,0.5065974456184615,0.5180304372,0.5,0.22
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,8,150,0.5417770352169256,0.5565237766666666,0.5333333333333333,0.23333333333333334
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,9,149,0.5772556022348364,0.6279039327516779,0.6442953020134228,0.21476510067114093
S2_linear_PH_inst45,2,cs_gbsa_dgm_cif,10,150,0.6298657719765223,0.7002006308,0.7133333333333334,0.22666666666666666
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,1,150,0.32736225250386053,0.18706406767333333,0.20666666666666667,0.12
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,2,150,0.3601279738203447,0.2740124456,0.2733333333333333,0.18666666666666668
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,3,150,0.39154482253018313,0.33887234153333334,0.35333333333333333,0.2
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,4,150,0.4209457627383356,0.38337979073333334,0.38,0.18666666666666668
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,5,150,0.44861370508904597,0.4135836390666667,0.4066666666666667,0.21333333333333335
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,6,150,0.4755773803399679,0.47509185133333337,0.46,0.23333333333333334
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,7,150,0.5050952262227321,0.5149041340666667,0.5,0.22
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,8,150,0.5373012117823392,0.5783195618,0.5866666666666667,0.24666666666666667
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,9,150,0.5781966431228004,0.6168555436,0.6333333333333333,0.21333333333333335
S2_linear_PH_inst45,2,cs_gbsa_all_safe_cif,10,150,0.6238894855410633,0.7086772450666667,0.7,0.22
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,1,150,0.06613127267789207,0.09180189066000001,0.08666666666666667,0.17333333333333334
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,2,150,0.11076270765052293,0.13150425202000002,0.15333333333333332,0.20666666666666667
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,3,150,0.15430959393035568,0.16905871156666666,0.19333333333333333,0.16
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,4,150,0.192933297477663,0.20117133930666667,0.24,0.2
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,5,150,0.23133578670580215,0.23916991753333336,0.28,0.24
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,6,150,0.28173500855588335,0.29088915446666663,0.28,0.21333333333333335
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,7,150,0.34030480581638306,0.32738645553333334,0.26666666666666666,0.36
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,8,150,0.41568075848649094,0.4041229921333333,0.31333333333333335,0.34
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,9,150,0.5229646559951258,0.5057310809333333,0.46,0.26
S3_nonlinear_interaction_inst30,1,finegray_dgm_cif_R,10,150,0.7279045378695483,0.6733405914666667,0.7266666666666667,0.20666666666666667
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,1,150,0.07512711550747522,0.09450127447333333,0.08666666666666667,0.23333333333333334
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,2,150,0.1231527731979603,0.13716026621333335,0.21333333333333335,0.18
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,3,150,0.15951000379347374,0.16283134453999998,0.16666666666666666,0.22
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,4,150,0.19818702917252187,0.21019275582666666,0.26,0.19333333333333333
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,5,150,0.24032741558988965,0.2500798891,0.24666666666666667,0.29333333333333333
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,6,150,0.2842941434118109,0.28820295933333334,0.28,0.26
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,7,150,0.3389954322393689,0.3278248668666667,0.29333333333333333,0.24666666666666667
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,8,150,0.4055649865909537,0.41143924626666667,0.3466666666666667,0.2866666666666667
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,9,150,0.5011692700921924,0.4833793482666667,0.4066666666666667,0.25333333333333335
S3_nonlinear_interaction_inst30,1,finegray_all_safe_reduced_R,10,150,0.702901872356472,0.6685644347333334,0.7,0.19333333333333333
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,1,150,0.10264632926323886,0.10079201139999999,0.10666666666666667,0.16666666666666666
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,2,150,0.15018922802056547,0.13025217837333333,0.16666666666666666,0.21333333333333335
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,3,150,0.19265744338892327,0.16987317748666667,0.13333333333333333,0.18666666666666668
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,4,150,0.23426944589450902,0.21159032902666666,0.25333333333333335,0.26666666666666666
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,5,150,0.2721552471168068,0.24167071573333335,0.28,0.24
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,6,150,0.31277150370433193,0.28386130973333334,0.25333333333333335,0.25333333333333335
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,7,150,0.362713972587183,0.3293230112,0.32,0.28
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,8,150,0.43231385499224245,0.4007236063333333,0.32666666666666666,0.34
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,9,150,0.5169195171499732,0.5042098718666667,0.48,0.22666666666666666
S3_nonlinear_interaction_inst30,1,cs_rsf_dgm_cif,10,150,0.6454607176157259,0.6618801744666666,0.68,0.18666666666666668
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,1,150,0.10447366593730222,0.10440344478000001,0.10666666666666667,0.18
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,2,150,0.1528920026858669,0.14365499149333333,0.18666666666666668,0.25333333333333335
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,3,150,0.19558233157955723,0.17389310478666667,0.19333333333333333,0.22
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,4,150,0.24076114780156443,0.22041761269333335,0.22666666666666666,0.26
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,5,150,0.28636117555942014,0.24853016026666666,0.22666666666666666,0.24666666666666667
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,6,150,0.33178516997828056,0.28192489146666666,0.26666666666666666,0.26
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,7,150,0.3834909390181295,0.33453626026666666,0.36,0.21333333333333335
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,8,150,0.4459855367090239,0.3911701895333333,0.3466666666666667,0.29333333333333333
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,9,150,0.5359919899265446,0.4948467615333333,0.4533333333333333,0.26
S3_nonlinear_interaction_inst30,1,cs_rsf_all_safe_cif,10,150,0.6650082673390013,0.6407989688,0.6333333333333333,0.17333333333333334
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,1,150,0.22341045848162655,0.13880578858666667,0.16,0.32666666666666666
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,2,150,0.23594528688427588,0.12356248078666666,0.12,0.16666666666666666
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,3,150,0.244346182568683,0.16202148211333334,0.2,0.16666666666666666
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,4,150,0.2599570385783918,0.2454910113,0.30666666666666664,0.23333333333333334
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,5,150,0.2823883555029175,0.2928091117,0.28,0.32
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,6,153,0.2980116092808079,0.268368794248366,0.20261437908496732,0.20915032679738563
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,7,147,0.30684821241994065,0.30250602170068025,0.272108843537415,0.272108843537415
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,8,151,0.34114547806497425,0.37959446953642384,0.3576158940397351,0.2781456953642384
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,9,150,0.42687370318812734,0.4771872272666667,0.44666666666666666,0.19333333333333333
S3_nonlinear_interaction_inst30,1,cs_gbsa_dgm_cif,10,149,0.5334774274044477,0.646290717919463,0.6577181208053692,0.19463087248322147
S3_nonlinear_interaction_inst30,1,cs_gbsa_all_safe_cif,1,153,0.22118490598635257,0.14350727979738562,0.17647058823529413,0.28104575163398693
S3_nonlinear_interaction_inst30,1,cs_gbsa_all_safe_cif,2,158,0.23480939561762507,0.11557413660126584,0.12025316455696203,0.17088607594936708
S3_nonlinear_interaction_inst30,1,cs_gbsa_all_safe_cif,3,139,0.24193486556844931,0.17277732737410073,0.17266187050359713,0.2158273381294964
S3_nonlinear_interaction_inst30,1,cs_gbsa_all_safe_cif,4,150,0.26159577644616233,0.2319076967066667,0.26,0.28
S3_nonlinear_interaction_inst30,1,cs_gbsa_all_safe_cif,5,150,0.28181208113003325,0.2392569466,0.3,0.21333333333333335
S3_nonlinear_interaction_inst30,1,cs_gbsa_all_safe_cif,6,150,0.29766297323164714,0.2888613482,0.22,0.26
S3_nonlinear_interaction_inst30,1,cs_gbsa_all_safe_cif,7,150,0.3193089384119018,0.32083769013333335,0.22666666666666666,0.3
